Customer ID,Customer,Product ID,Category,Sub-Category,Amount spent,,,,
AG-7428,Isha Roy,OFF-AR-10003373,Office Supplies,Art,45606,,,,
AG-7428,Isha Roy,FUR-CH-10002602,Furniture,Chairs,28625,,,,
AG-7428,Isha Roy,TEC-MA-10002927,Technology,Machines,14542,,,,
AG-7428,Isha Roy,TEC-PH-10004093,Technology,Phones,33884,,,,
AG-7428,Isha Roy,TEC-AC-10000892,Technology,Accessories,34163,,,,
AG-8130,Kunal Mishra,OFF-ST-10002974,Office Supplies,Storage,22479,,,,
AG-8130,Kunal Mishra,OFF-FA-10000624,Office Supplies,Fasteners,13332,,,,
AG-8130,Kunal Mishra,OFF-BI-10004593,Office Supplies,Binders,11877,,,,
AG-8130,Kunal Mishra,TEC-AC-10001908,Technology,Accessories,44596,,,,
AG-8130,Kunal Mishra,FUR-FU-10001967,Furniture,Furnishings,42330,,,,
AG-8130,Kunal Mishra,TEC-PH-10003645,Technology,Phones,22179,,,,
AG-8130,Kunal Mishra,OFF-ST-10000675,Office Supplies,Storage,35794,,,,
AG-8130,Kunal Mishra,FUR-CH-10003312,Furniture,Chairs,776,,,,
AG-8130,Kunal Mishra,OFF-LA-10001074,Office Supplies,Labels,22653,,,,
AG-8130,Kunal Mishra,OFF-BI-10001524,Office Supplies,Binders,2464,,,,
AG-8130,Kunal Mishra,TEC-PH-10004614,Technology,Phones,34942,,,,
AG-8477,Aditi Sharma,OFF-BI-10001153,Office Supplies,Binders,48807,,,,
AG-8477,Aditi Sharma,OFF-BI-10001982,Office Supplies,Binders,38138,,,,
AG-8477,Aditi Sharma,OFF-BI-10001922,Office Supplies,Binders,15827,,,,
AG-8477,Aditi Sharma,TEC-CO-10001449,Technology,Copiers,10370,,,,
AG-8477,Aditi Sharma,OFF-BI-10004140,Office Supplies,Binders,49772,,,,
AG-8477,Aditi Sharma,OFF-BI-10003314,Office Supplies,Binders,40918,,,,
AG-8477,Aditi Sharma,FUR-TA-10004575,Furniture,Tables,16587,,,,
AG-8477,Aditi Sharma,OFF-FA-10000490,Office Supplies,Fasteners,25989,,,,
AG-8477,Aditi Sharma,OFF-AR-10000122,Office Supplies,Art,9284,,,,
AG-8477,Aditi Sharma,OFF-BI-10003656,Office Supplies,Binders,26270,,,,
AG-8477,Aditi Sharma,OFF-FA-10002780,Office Supplies,Fasteners,45223,,,,
AG-7030,Rohan Singh,TEC-PH-10000702,Technology,Phones,33081,,,,
AG-7030,Rohan Singh,OFF-ST-10000107,Office Supplies,Storage,15107,,,,
AG-7030,Rohan Singh,TEC-PH-10002293,Technology,Phones,17667,,,,
AG-7030,Rohan Singh,OFF-AR-10004027,Office Supplies,Art,13289,,,,
AG-7030,Rohan Singh,OFF-PA-10000249,Office Supplies,Paper,27762,,,,
AG-7030,Rohan Singh,OFF-AR-10001374,Office Supplies,Art,8706,,,,
AG-7030,Rohan Singh,TEC-AC-10000290,Technology,Accessories,43656,,,,
AG-7030,Rohan Singh,OFF-PA-10001970,Office Supplies,Paper,26069,,,,
AG-7030,Rohan Singh,OFF-BI-10002160,Office Supplies,Binders,17786,,,,
AG-7030,Rohan Singh,OFF-PA-10001970,Office Supplies,Paper,11024,,,,
AG-7030,Rohan Singh,OFF-BI-10004995,Office Supplies,Binders,36163,,,,
AG-7694,Isha Roy,FUR-BO-10002268,Furniture,Bookcases,13592,,,,
AG-7694,Isha Roy,OFF-EN-10001137,Office Supplies,Envelopes,13991,,,,
AG-7694,Isha Roy,OFF-AR-10002399,Office Supplies,Art,19312,,,,
AG-7694,Isha Roy,OFF-PA-10002713,Office Supplies,Paper,8802,,,,
AG-7694,Isha Roy,OFF-PA-10002666,Office Supplies,Paper,45050,,,,
AG-7694,Isha Roy,OFF-AP-10001124,Office Supplies,Appliances,16740,,,,
AG-7694,Isha Roy,OFF-LA-10001158,Office Supplies,Labels,36794,,,,
AG-7694,Isha Roy,OFF-LA-10001158,Office Supplies,Labels,20311,,,,
AG-7694,Isha Roy,FUR-CH-10000785,Furniture,Chairs,11699,,,,
AG-7694,Isha Roy,OFF-AR-10003732,Office Supplies,Art,20015,,,,
AG-7694,Isha Roy,FUR-FU-10000023,Furniture,Furnishings,9913,,,,
AG-7415,Ananya Sen,OFF-ST-10001713,Office Supplies,Storage,31237,,,,
AG-7415,Ananya Sen,OFF-BI-10002412,Office Supplies,Binders,3905,,,,
AG-7415,Ananya Sen,OFF-SU-10001225,Office Supplies,Supplies,36311,,,,
AG-7415,Ananya Sen,OFF-ST-10002406,Office Supplies,Storage,30846,,,,
AG-7415,Ananya Sen,FUR-BO-10002545,Furniture,Bookcases,43975,,,,
AG-7415,Ananya Sen,OFF-PA-10002036,Office Supplies,Paper,28201,,,,
AG-7415,Ananya Sen,OFF-ST-10002205,Office Supplies,Storage,29530,,,,
AG-7415,Ananya Sen,OFF-BI-10001982,Office Supplies,Binders,24824,,,,
AG-7415,Ananya Sen,TEC-AC-10003911,Technology,Accessories,14625,,,,
AG-7415,Ananya Sen,OFF-AR-10000658,Office Supplies,Art,13846,,,,
AG-7415,Ananya Sen,TEC-AC-10002076,Technology,Accessories,16889,,,,
AG-7659,Neha Kapoor,OFF-PA-10003039,Office Supplies,Paper,10028,,,,
AG-7659,Neha Kapoor,FUR-TA-10004915,Furniture,Tables,49041,,,,
AG-7659,Neha Kapoor,OFF-AP-10000696,Office Supplies,Appliances,40423,,,,
AG-7659,Neha Kapoor,OFF-ST-10003327,Office Supplies,Storage,12577,,,,
AG-7659,Neha Kapoor,OFF-BI-10000309,Office Supplies,Binders,43370,,,,
AG-7659,Neha Kapoor,OFF-PA-10004734,Office Supplies,Paper,45797,,,,
AG-7659,Neha Kapoor,OFF-BI-10002225,Office Supplies,Binders,32959,,,,
AG-7659,Neha Kapoor,TEC-AC-10004708,Technology,Accessories,22325,,,,
AG-7659,Neha Kapoor,FUR-TA-10000617,Furniture,Tables,25997,,,,
AG-7659,Neha Kapoor,TEC-AC-10002335,Technology,Accessories,6813,,,,
AG-7659,Neha Kapoor,TEC-MA-10001681,Technology,Machines,42595,,,,
AG-7602,Kiran Rao,FUR-FU-10001935,Furniture,Furnishings,41897,,,,
AG-7602,Kiran Rao,OFF-AR-10004757,Office Supplies,Art,19347,,,,
AG-7602,Kiran Rao,OFF-BI-10000050,Office Supplies,Binders,36153,,,,
AG-7602,Kiran Rao,TEC-AC-10001998,Technology,Accessories,20861,,,,
AG-7602,Kiran Rao,TEC-PH-10003012,Technology,Phones,44329,,,,
AG-7602,Kiran Rao,TEC-CO-10002313,Technology,Copiers,10932,,,,
AG-7602,Kiran Rao,OFF-BI-10003982,Office Supplies,Binders,36007,,,,
AG-7602,Kiran Rao,OFF-BI-10004492,Office Supplies,Binders,5310,,,,
AG-7602,Kiran Rao,OFF-ST-10000798,Office Supplies,Storage,4447,,,,
AG-7602,Kiran Rao,OFF-PA-10002552,Office Supplies,Paper,40289,,,,
AG-7602,Kiran Rao,OFF-SU-10002573,Office Supplies,Supplies,48773,,,,
AG-7537,Siddharth Mehta,OFF-ST-10001580,Office Supplies,Storage,16444,,,,
AG-7537,Siddharth Mehta,FUR-BO-10004834,Furniture,Bookcases,1078,,,,
AG-7537,Siddharth Mehta,OFF-ST-10000934,Office Supplies,Storage,14790,,,,
AG-7537,Siddharth Mehta,TEC-AC-10000158,Technology,Accessories,41915,,,,
AG-7537,Siddharth Mehta,OFF-PA-10001947,Office Supplies,Paper,28933,,,,
AG-7537,Siddharth Mehta,OFF-AR-10003478,Office Supplies,Art,45012,,,,
AG-7537,Siddharth Mehta,OFF-AP-10004249,Office Supplies,Appliances,40573,,,,
AG-7537,Siddharth Mehta,TEC-AC-10000158,Technology,Accessories,21436,,,,
AG-7537,Siddharth Mehta,TEC-CO-10004115,Technology,Copiers,24285,,,,
AG-7537,Siddharth Mehta,OFF-PA-10003724,Office Supplies,Paper,30687,,,,
AG-7537,Siddharth Mehta,FUR-TA-10002041,Furniture,Tables,19224,,,,
AG-8686,Rishabh Rath,OFF-PA-10002893,Office Supplies,Paper,10272,,,,
AG-8686,Rishabh Rath,OFF-LA-10003766,Office Supplies,Labels,29855,,,,
AG-8686,Rishabh Rath,OFF-PA-10001970,Office Supplies,Paper,22259,,,,
AG-8686,Rishabh Rath,FUR-BO-10001972,Furniture,Bookcases,36592,,,,
AG-8686,Rishabh Rath,FUR-CH-10003956,Furniture,Chairs,23854,,,,
AG-8686,Rishabh Rath,OFF-PA-10000157,Office Supplies,Paper,13587,,,,
AG-8686,Rishabh Rath,FUR-CH-10001891,Furniture,Chairs,17664,,,,
AG-8686,Rishabh Rath,OFF-AR-10004344,Office Supplies,Art,21510,,,,
AG-8686,Rishabh Rath,FUR-CH-10004886,Furniture,Chairs,45127,,,,
AG-8686,Rishabh Rath,OFF-PA-10003845,Office Supplies,Paper,49501,,,,
AG-8686,Rishabh Rath,OFF-AR-10001573,Office Supplies,Art,42953,,,,
AG-7003,Sanya Roy,OFF-EN-10000483,Office Supplies,Envelopes,23743,,,,
AG-7003,Sanya Roy,TEC-AC-10004114,Technology,Accessories,3971,,,,
AG-7003,Sanya Roy,FUR-FU-10004712,Furniture,Furnishings,33327,,,,
AG-7003,Sanya Roy,OFF-ST-10000918,Office Supplies,Storage,33746,,,,
AG-7003,Sanya Roy,FUR-CH-10000015,Furniture,Chairs,37330,,,,
AG-7003,Sanya Roy,FUR-FU-10003347,Furniture,Furnishings,6013,,,,
AG-7003,Sanya Roy,OFF-BI-10001543,Office Supplies,Binders,17433,,,,
AG-7003,Sanya Roy,TEC-MA-10000029,Technology,Machines,37960,,,,
AG-7003,Sanya Roy,OFF-AR-10000369,Office Supplies,Art,24792,,,,
AG-7003,Sanya Roy,OFF-BI-10004584,Office Supplies,Binders,25110,,,,
AG-7003,Sanya Roy,TEC-AC-10004659,Technology,Accessories,23069,,,,
AG-8792,Siddharth Mehta,TEC-AC-10004659,Technology,Accessories,49968,,,,
AG-8792,Siddharth Mehta,OFF-ST-10000617,Office Supplies,Storage,40654,,,,
AG-8792,Siddharth Mehta,OFF-ST-10003306,Office Supplies,Storage,46712,,,,
AG-8792,Siddharth Mehta,OFF-BI-10000773,Office Supplies,Binders,34873,,,,
AG-8792,Siddharth Mehta,TEC-AC-10002600,Technology,Accessories,21457,,,,
AG-8792,Siddharth Mehta,TEC-MA-10002937,Technology,Machines,6968,,,,
AG-8792,Siddharth Mehta,OFF-PA-10001970,Office Supplies,Paper,48448,,,,
AG-8792,Siddharth Mehta,OFF-PA-10002230,Office Supplies,Paper,44535,,,,
AG-8792,Siddharth Mehta,FUR-CH-10003396,Furniture,Chairs,27933,,,,
AG-8792,Siddharth Mehta,FUR-FU-10000246,Furniture,Furnishings,46034,,,,
AG-8792,Siddharth Mehta,OFF-ST-10000060,Office Supplies,Storage,11599,,,,
AG-7076,Rohan Singh,OFF-ST-10003058,Office Supplies,Storage,45604,,,,
AG-7076,Rohan Singh,OFF-PA-10002222,Office Supplies,Paper,28910,,,,
AG-7076,Rohan Singh,FUR-CH-10002372,Furniture,Chairs,25836,,,,
AG-7076,Rohan Singh,OFF-LA-10001317,Office Supplies,Labels,5132,,,,
AG-7076,Rohan Singh,FUR-FU-10000206,Furniture,Furnishings,33384,,,,
AG-7076,Rohan Singh,OFF-AR-10000588,Office Supplies,Art,23620,,,,
AG-7076,Rohan Singh,OFF-ST-10001469,Office Supplies,Storage,9993,,,,
AG-7076,Rohan Singh,OFF-AR-10001953,Office Supplies,Art,13643,,,,
AG-7076,Rohan Singh,OFF-AR-10003156,Office Supplies,Art,16038,,,,
AG-7076,Rohan Singh,OFF-AR-10004974,Office Supplies,Art,38099,,,,
AG-7076,Rohan Singh,TEC-PH-10002365,Technology,Phones,13038,,,,
AG-8795,Vishal Ahuja,FUR-TA-10001539,Furniture,Tables,5757,,,,
AG-8795,Vishal Ahuja,OFF-ST-10000142,Office Supplies,Storage,35284,,,,
AG-8795,Vishal Ahuja,TEC-AC-10001772,Technology,Accessories,41550,,,,
AG-8795,Vishal Ahuja,FUR-CH-10000225,Furniture,Chairs,20077,,,,
AG-8795,Vishal Ahuja,FUR-CH-10002331,Furniture,Chairs,23027,,,,
AG-8795,Vishal Ahuja,OFF-EN-10001415,Office Supplies,Envelopes,9868,,,,
AG-8795,Vishal Ahuja,OFF-AP-10002472,Office Supplies,Appliances,4002,,,,
AG-8795,Vishal Ahuja,TEC-AC-10004571,Technology,Accessories,48864,,,,
AG-8795,Vishal Ahuja,OFF-BI-10001098,Office Supplies,Binders,21757,,,,
AG-8795,Vishal Ahuja,FUR-FU-10000023,Furniture,Furnishings,41193,,,,
AG-8795,Vishal Ahuja,FUR-TA-10001889,Furniture,Tables,35279,,,,
AG-7370,Aarav Sharma,OFF-BI-10000315,Office Supplies,Binders,4325,,,,
AG-7370,Aarav Sharma,OFF-SU-10003505,Office Supplies,Supplies,36447,,,,
AG-7370,Aarav Sharma,OFF-AP-10002578,Office Supplies,Appliances,27523,,,,
AG-7370,Aarav Sharma,FUR-FU-10002918,Furniture,Furnishings,16396,,,,
AG-7370,Aarav Sharma,FUR-BO-10002824,Furniture,Bookcases,31906,,,,
AG-7370,Aarav Sharma,OFF-BI-10002194,Office Supplies,Binders,25465,,,,
AG-7370,Aarav Sharma,OFF-PA-10004071,Office Supplies,Paper,36271,,,,
AG-7370,Aarav Sharma,OFF-ST-10002743,Office Supplies,Storage,27009,,,,
AG-7370,Aarav Sharma,FUR-BO-10001601,Furniture,Bookcases,1705,,,,
AG-7370,Aarav Sharma,TEC-PH-10002680,Technology,Phones,10615,,,,
AG-7370,Aarav Sharma,OFF-ST-10001321,Office Supplies,Storage,12606,,,,
AG-7077,Tirtho Vani,OFF-PA-10001509,Office Supplies,Paper,34578,,,,
AG-7077,Tirtho Vani,OFF-PA-10003465,Office Supplies,Paper,43905,,,,
AG-7077,Tirtho Vani,TEC-PH-10000149,Technology,Phones,30357,,,,
AG-7077,Tirtho Vani,FUR-FU-10002671,Furniture,Furnishings,14242,,,,
AG-7077,Tirtho Vani,OFF-AR-10003045,Office Supplies,Art,13926,,,,
AG-7077,Tirtho Vani,OFF-ST-10000689,Office Supplies,Storage,10794,,,,
AG-7077,Tirtho Vani,TEC-AC-10001445,Technology,Accessories,20201,,,,
AG-7077,Tirtho Vani,OFF-AR-10002053,Office Supplies,Art,46338,,,,
AG-7077,Tirtho Vani,TEC-AC-10002567,Technology,Accessories,3172,,,,
AG-7077,Tirtho Vani,OFF-LA-10003923,Office Supplies,Labels,43001,,,,
AG-7077,Tirtho Vani,FUR-BO-10001337,Furniture,Bookcases,3467,,,,
AG-7578,Rohan Singh,TEC-PH-10001924,Technology,Phones,38960,,,,
AG-7578,Rohan Singh,TEC-PH-10001363,Technology,Phones,21096,,,,
AG-7578,Rohan Singh,TEC-PH-10000376,Technology,Phones,24844,,,,
AG-7578,Rohan Singh,TEC-AC-10000303,Technology,Accessories,24230,,,,
AG-7578,Rohan Singh,OFF-AR-10001953,Office Supplies,Art,2443,,,,
AG-7578,Rohan Singh,OFF-ST-10001809,Office Supplies,Storage,10325,,,,
AG-7578,Rohan Singh,OFF-EN-10003845,Office Supplies,Envelopes,12018,,,,
AG-7578,Rohan Singh,TEC-AC-10000991,Technology,Accessories,48407,,,,
AG-7578,Rohan Singh,FUR-TA-10001857,Furniture,Tables,38203,,,,
AG-7578,Rohan Singh,OFF-EN-10001434,Office Supplies,Envelopes,35254,,,,
AG-7578,Rohan Singh,OFF-BI-10002498,Office Supplies,Binders,3473,,,,
AG-7358,Rajesh Gupta,FUR-FU-10004864,Furniture,Furnishings,2696,,,,
AG-7358,Rajesh Gupta,FUR-CH-10002602,Furniture,Chairs,8758,,,,
AG-7358,Rajesh Gupta,FUR-FU-10000073,Furniture,Furnishings,34354,,,,
AG-7358,Rajesh Gupta,OFF-BI-10001670,Office Supplies,Binders,26314,,,,
AG-7358,Rajesh Gupta,OFF-BI-10001658,Office Supplies,Binders,5837,,,,
AG-7358,Rajesh Gupta,FUR-CH-10001215,Furniture,Chairs,18686,,,,
AG-7358,Rajesh Gupta,OFF-BI-10000831,Office Supplies,Binders,21673,,,,
AG-7358,Rajesh Gupta,OFF-PA-10000357,Office Supplies,Paper,49673,,,,
AG-7358,Rajesh Gupta,OFF-BI-10003274,Office Supplies,Binders,36988,,,,
AG-7358,Rajesh Gupta,OFF-AR-10001662,Office Supplies,Art,46592,,,,
AG-7358,Rajesh Gupta,OFF-AR-10003856,Office Supplies,Art,22813,,,,
AG-8884,Dev Mehta,OFF-ST-10001228,Office Supplies,Storage,39942,,,,
AG-8884,Dev Mehta,OFF-BI-10003527,Office Supplies,Binders,12467,,,,
AG-8884,Dev Mehta,FUR-FU-10001290,Furniture,Furnishings,16270,,,,
AG-8884,Dev Mehta,TEC-AC-10002399,Technology,Accessories,29639,,,,
AG-8884,Dev Mehta,OFF-AR-10002053,Office Supplies,Art,8362,,,,
AG-8884,Dev Mehta,OFF-AR-10003811,Office Supplies,Art,13559,,,,
AG-8884,Dev Mehta,OFF-AR-10001246,Office Supplies,Art,27057,,,,
AG-8884,Dev Mehta,TEC-CO-10003236,Technology,Copiers,16182,,,,
AG-8884,Dev Mehta,OFF-ST-10004507,Office Supplies,Storage,1885,,,,
AG-8884,Dev Mehta,OFF-PA-10001667,Office Supplies,Paper,8181,,,,
AG-8884,Dev Mehta,OFF-ST-10004459,Office Supplies,Storage,49977,,,,
AG-7338,Kiran Rao,TEC-AC-10000171,Technology,Accessories,34301,,,,
AG-7338,Kiran Rao,OFF-ST-10000736,Office Supplies,Storage,17433,,,,
AG-7338,Kiran Rao,OFF-BI-10000285,Office Supplies,Binders,15810,,,,
AG-7338,Kiran Rao,FUR-TA-10001857,Furniture,Tables,27900,,,,
AG-7338,Kiran Rao,TEC-PH-10003555,Technology,Phones,35416,,,,
AG-7338,Kiran Rao,TEC-AC-10003832,Technology,Accessories,42009,,,,
AG-7338,Kiran Rao,OFF-FA-10002815,Office Supplies,Fasteners,39113,,,,
AG-7338,Kiran Rao,FUR-CH-10003379,Furniture,Chairs,4611,,,,
AG-7338,Kiran Rao,FUR-FU-10001756,Furniture,Furnishings,10060,,,,
AG-7338,Kiran Rao,OFF-ST-10004963,Office Supplies,Storage,34168,,,,
AG-7338,Kiran Rao,OFF-SU-10002881,Office Supplies,Supplies,22769,,,,
AG-7097,Isha Roy,OFF-EN-10001335,Office Supplies,Envelopes,5993,,,,
AG-7097,Isha Roy,FUR-CH-10000595,Furniture,Chairs,29992,,,,
AG-7097,Isha Roy,FUR-FU-10000448,Furniture,Furnishings,32670,,,,
AG-7097,Isha Roy,TEC-PH-10000984,Technology,Phones,18157,,,,
AG-7097,Isha Roy,OFF-BI-10002557,Office Supplies,Binders,29296,,,,
AG-7097,Isha Roy,OFF-ST-10001325,Office Supplies,Storage,45746,,,,
AG-7097,Isha Roy,OFF-BI-10002429,Office Supplies,Binders,33254,,,,
AG-7097,Isha Roy,OFF-BI-10004528,Office Supplies,Binders,22683,,,,
AG-7097,Isha Roy,OFF-AP-10001271,Office Supplies,Appliances,47376,,,,
AG-7097,Isha Roy,FUR-CH-10002647,Furniture,Chairs,6506,,,,
AG-7097,Isha Roy,TEC-AC-10001432,Technology,Accessories,2896,,,,
AG-7138,Meera Patel,TEC-PH-10002262,Technology,Phones,47554,,,,
AG-7138,Meera Patel,OFF-ST-10001809,Office Supplies,Storage,38677,,,,
AG-7138,Meera Patel,TEC-AC-10001465,Technology,Accessories,13181,,,,
AG-7138,Meera Patel,TEC-PH-10002597,Technology,Phones,23481,,,,
AG-7138,Meera Patel,FUR-FU-10000723,Furniture,Furnishings,44222,,,,
AG-7138,Meera Patel,OFF-BI-10000404,Office Supplies,Binders,28128,,,,
AG-7138,Meera Patel,OFF-PA-10002986,Office Supplies,Paper,859,,,,
AG-7138,Meera Patel,OFF-ST-10000604,Office Supplies,Storage,4882,,,,
AG-7138,Meera Patel,OFF-BI-10004738,Office Supplies,Binders,17791,,,,
AG-7138,Meera Patel,OFF-SU-10001935,Office Supplies,Supplies,26425,,,,
AG-7138,Meera Patel,FUR-CH-10002024,Furniture,Chairs,36273,,,,
AG-8784,Kiran Rao,FUR-FU-10003039,Furniture,Furnishings,6265,,,,
AG-8784,Kiran Rao,OFF-FA-10004248,Office Supplies,Fasteners,9924,,,,
AG-8784,Kiran Rao,OFF-ST-10001780,Office Supplies,Storage,31082,,,,
AG-8784,Kiran Rao,OFF-AR-10003560,Office Supplies,Art,39539,,,,
AG-8784,Kiran Rao,OFF-LA-10001297,Office Supplies,Labels,37002,,,,
AG-8784,Kiran Rao,FUR-TA-10004256,Furniture,Tables,33505,,,,
AG-8784,Kiran Rao,OFF-PA-10003441,Office Supplies,Paper,7945,,,,
AG-8784,Kiran Rao,FUR-FU-10003347,Furniture,Furnishings,45601,,,,
AG-8784,Kiran Rao,OFF-BI-10000069,Office Supplies,Binders,19136,,,,
AG-8784,Kiran Rao,OFF-AP-10003914,Office Supplies,Appliances,4954,,,,
AG-8784,Kiran Rao,FUR-FU-10004020,Furniture,Furnishings,20403,,,,
AG-7093,Rishabh Rath,OFF-FA-10003467,Office Supplies,Fasteners,43635,,,,
AG-7093,Rishabh Rath,OFF-LA-10000634,Office Supplies,Labels,1435,,,,
AG-7093,Rishabh Rath,TEC-PH-10002496,Technology,Phones,601,,,,
AG-7093,Rishabh Rath,OFF-PA-10004530,Office Supplies,Paper,19790,,,,
AG-7093,Rishabh Rath,OFF-BI-10001107,Office Supplies,Binders,39873,,,,
AG-7093,Rishabh Rath,OFF-PA-10004451,Office Supplies,Paper,7697,,,,
AG-7093,Rishabh Rath,FUR-CH-10004997,Furniture,Chairs,1447,,,,
AG-7093,Rishabh Rath,OFF-LA-10001297,Office Supplies,Labels,39120,,,,
AG-7093,Rishabh Rath,OFF-FA-10000585,Office Supplies,Fasteners,16145,,,,
AG-7093,Rishabh Rath,OFF-BI-10001922,Office Supplies,Binders,48406,,,,
AG-7093,Rishabh Rath,TEC-PH-10000347,Technology,Phones,14220,,,,
AG-7795,Isha Roy,OFF-AR-10003394,Office Supplies,Art,14705,,,,
AG-7795,Isha Roy,OFF-PA-10004530,Office Supplies,Paper,43727,,,,
AG-7795,Isha Roy,OFF-PA-10001450,Office Supplies,Paper,38568,,,,
AG-7795,Isha Roy,OFF-SU-10001574,Office Supplies,Supplies,20143,,,,
AG-7795,Isha Roy,OFF-ST-10002974,Office Supplies,Storage,25390,,,,
AG-7795,Isha Roy,FUR-FU-10001475,Furniture,Furnishings,35470,,,,
AG-7795,Isha Roy,OFF-SU-10004498,Office Supplies,Supplies,4687,,,,
AG-7795,Isha Roy,TEC-PH-10004977,Technology,Phones,21783,,,,
AG-7795,Isha Roy,TEC-PH-10000586,Technology,Phones,25750,,,,
AG-7795,Isha Roy,OFF-AP-10000358,Office Supplies,Appliances,5722,,,,
AG-7795,Isha Roy,OFF-BI-10002764,Office Supplies,Binders,9521,,,,
AG-7881,Siddharth Mehta,TEC-PH-10001254,Technology,Phones,27864,,,,
AG-7881,Siddharth Mehta,FUR-CH-10003956,Furniture,Chairs,27145,,,,
AG-7881,Siddharth Mehta,OFF-LA-10003930,Office Supplies,Labels,14576,,,,
AG-7881,Siddharth Mehta,TEC-PH-10003800,Technology,Phones,42732,,,,
AG-7881,Siddharth Mehta,OFF-PA-10002005,Office Supplies,Paper,27531,,,,
AG-7881,Siddharth Mehta,OFF-BI-10002498,Office Supplies,Binders,14021,,,,
AG-7881,Siddharth Mehta,OFF-PA-10004101,Office Supplies,Paper,29273,,,,
AG-7881,Siddharth Mehta,OFF-AR-10004078,Office Supplies,Art,33186,,,,
AG-7881,Siddharth Mehta,TEC-AC-10001266,Technology,Accessories,7158,,,,
AG-7881,Siddharth Mehta,OFF-AP-10004708,Office Supplies,Appliances,25554,,,,
AG-7881,Siddharth Mehta,TEC-CO-10004115,Technology,Copiers,32525,,,,
AG-7679,Sanya Roy,TEC-PH-10002398,Technology,Phones,19102,,,,
AG-7679,Sanya Roy,FUR-FU-10001979,Furniture,Furnishings,35016,,,,
AG-7679,Sanya Roy,OFF-SU-10004115,Office Supplies,Supplies,28092,,,,
AG-7679,Sanya Roy,TEC-PH-10001425,Technology,Phones,40297,,,,
AG-7679,Sanya Roy,TEC-PH-10003963,Technology,Phones,30232,,,,
AG-7679,Sanya Roy,OFF-SU-10001574,Office Supplies,Supplies,37383,,,,
AG-7679,Sanya Roy,OFF-ST-10001490,Office Supplies,Storage,41613,,,,
AG-7679,Sanya Roy,FUR-FU-10001756,Furniture,Furnishings,21070,,,,
AG-7679,Sanya Roy,OFF-BI-10000773,Office Supplies,Binders,18857,,,,
AG-7679,Sanya Roy,OFF-BI-10001543,Office Supplies,Binders,27516,,,,
AG-7679,Sanya Roy,OFF-PA-10002120,Office Supplies,Paper,41212,,,,
AG-7397,Aditi Sharma,OFF-BI-10000848,Office Supplies,Binders,2264,,,,
AG-7397,Aditi Sharma,OFF-AR-10001246,Office Supplies,Art,20064,,,,
AG-7397,Aditi Sharma,TEC-PH-10003092,Technology,Phones,47697,,,,
AG-7397,Aditi Sharma,TEC-PH-10003012,Technology,Phones,29798,,,,
AG-7397,Aditi Sharma,OFF-LA-10004345,Office Supplies,Labels,18336,,,,
AG-7397,Aditi Sharma,OFF-PA-10001204,Office Supplies,Paper,29335,,,,
AG-7397,Aditi Sharma,TEC-PH-10004667,Technology,Phones,21785,,,,
AG-7397,Aditi Sharma,TEC-PH-10000011,Technology,Phones,20470,,,,
AG-7397,Aditi Sharma,OFF-BI-10002949,Office Supplies,Binders,44687,,,,
AG-7397,Aditi Sharma,FUR-FU-10003849,Furniture,Furnishings,9183,,,,
AG-7397,Aditi Sharma,FUR-FU-10000010,Furniture,Furnishings,1970,,,,
AG-7560,Priya Desai,OFF-BI-10002824,Office Supplies,Binders,28227,,,,
AG-7560,Priya Desai,TEC-PH-10002538,Technology,Phones,22962,,,,
AG-7560,Priya Desai,FUR-FU-10000521,Furniture,Furnishings,36861,,,,
AG-7560,Priya Desai,OFF-BI-10002103,Office Supplies,Binders,25858,,,,
AG-7560,Priya Desai,FUR-CH-10004853,Furniture,Chairs,19560,,,,
AG-7560,Priya Desai,OFF-AP-10000179,Office Supplies,Appliances,22386,,,,
AG-7560,Priya Desai,OFF-ST-10001272,Office Supplies,Storage,11093,,,,
AG-7560,Priya Desai,OFF-AR-10004042,Office Supplies,Art,37334,,,,
AG-7560,Priya Desai,FUR-FU-10000221,Furniture,Furnishings,29473,,,,
AG-7560,Priya Desai,OFF-AP-10001563,Office Supplies,Appliances,29302,,,,
AG-7560,Priya Desai,OFF-BI-10000605,Office Supplies,Binders,38100,,,,
AG-8906,Kabir Verma,OFF-PA-10002615,Office Supplies,Paper,27328,,,,
AG-8906,Kabir Verma,OFF-ST-10001963,Office Supplies,Storage,35798,,,,
AG-8906,Kabir Verma,TEC-AC-10001267,Technology,Accessories,12385,,,,
AG-8906,Kabir Verma,TEC-PH-10002103,Technology,Phones,31295,,,,
AG-8906,Kabir Verma,TEC-AC-10002857,Technology,Accessories,23745,,,,
AG-8906,Kabir Verma,OFF-LA-10003930,Office Supplies,Labels,3915,,,,
AG-8906,Kabir Verma,FUR-CH-10001482,Furniture,Chairs,21121,,,,
AG-8906,Kabir Verma,OFF-BI-10001989,Office Supplies,Binders,49489,,,,
AG-8906,Kabir Verma,OFF-AP-10003287,Office Supplies,Appliances,12772,,,,
AG-8906,Kabir Verma,FUR-FU-10000576,Furniture,Furnishings,38499,,,,
AG-8906,Kabir Verma,OFF-BI-10004728,Office Supplies,Binders,9109,,,,
AG-7755,Meera Patel,FUR-FU-10000732,Furniture,Furnishings,40073,,,,
AG-7755,Meera Patel,OFF-ST-10000585,Office Supplies,Storage,14901,,,,
